ine,name,pop
31102,Ezcurra,125.0
47063,Fompedraza,113.0
37334,Valdelageve,66.0
09328,Rucandio,72.0
37240,Pelabravo,1427.0
16240,Vellisca,128.0
02002,Alatoz,504.0
02005,Alborea,672.0
02010,Alpera,2278.0
02007,Alcalá del Júcar,1130.0
31215,San Adrián,6504.0
06080,Medellín,2241.0
16246,Villalba del Rey,468.0
22907,Aínsa-Sobrarbe,2335.0
06088,Montijo,15198.0
06043,Don Álvaro,841.0
01034,Leza,205.0
01901,Iruña de Oca,3704.0
41005,Alcalá del Río,12335.0
37091,Casillas de Flores,171.0
02004,Albatana,644.0
02001,Abengibre,753.0
45189,Villamiel de Toledo,1097.0
09056,Briviesca,6728.0
05001,Adanero,207.0
45138,El Puente del Arzobispo,1143.0
45099,Méntrida,6495.0
37238,Pedrosillo el Ralo,147.0
19291,Trillo,1406.0
37235,Pedraza de Alba,214.0
47180,Valdearcos de la Vega,56.0
37354,Villamayor,7728.0
03047,Calpe,27616.0
41061,Marinaleda,2562.0
04006,Albox,12799.0
06038,Cordobilla de Lácara,815.0
04048,Los Gallardos,3110.0
06063,Herrera del Duque,3385.0
37340,Valsalabroso,120.0
37258,Puebla de Azaba,145.0
50249,Tabuenca,305.0
21058,Puebla de Guzmán,3071.0
44168,Odón,191.0
44107,Foz-Calanda,272.0
47132,Ramiro,44.0
31904,Irurzun,2296.0
19177,Medranda,83.0
24037,Cármenes,356.0
10171,Santibáñez el Alto,386.0
45110,Navalcán,1859.0
31906,Orcoyen,4098.0
31223,Sartaguda,1349.0
10212,Villanueva de la Vera,2108.0
45023,Burguillos de Toledo,3872.0
18068,Dílar,2384.0
18063,Darro,1700.0
24109,Palacios del Sil,862.0
24029,Cabrillanes,687.0
05163,Navaluenga,2135.0
14045,Moriles,3667.0
45187,Villafranca de los Caballeros,4884.0
45192,Villanueva de Alcardete,2910.0
45098,Menasalbas,2465.0
10185,Torrecilla de los Ángeles,642.0
45111,Navalmoralejo,56.0
45056,Chozas de Canales,5044.0
45064,Esquivias,5833.0
06054,Fuente del Maestre,6499.0
04033,Castro de Filabres,101.0
14052,Peñarroya-Pueblonuevo,10244.0
18071,Dúrcal,7234.0
10205,Valverde del Fresno,2143.0
49086,Gallegos del Pan,118.0
20040,Hernani,20375.0
45055,Cuerva,1226.0
45153,San Pablo de los Montes,1627.0
10175,Serradilla,1448.0
37129,Florida de Liébana,248.0
37216,Navales,312.0
37225,Pajares de la Laguna,110.0
44101,Ferreruela de Huerva,81.0
47052,La Cistérniga,9489.0
14046,Nueva Carteya,5235.0
06081,Medina de las Torres,1160.0
50108,Fombuena,59.0
45137,La Pueblanueva,2139.0
45201,Yeles,6514.0
07035,María de la Salud,2461.0
44234,Tramacastiel,62.0
45059,Dosbarrios,2228.0
45085,Lominchar,2989.0
45062,Escalonilla,1545.0
16903,Las Valeras,1528.0
37232,Paradinas de San Juan,380.0
47095,Moraleja de las Panaderas,42.0
14022,Doña Mencía,4465.0
06120,Santa Amalia,3881.0
18003,Albolote,19768.0
34083,Herrera de Pisuerga,1875.0
19103,Checa,268.0
37231,Parada de Rubiales,237.0
04044,Fines,2404.0
37208,Moronta,73.0
37133,Fresnedoso,94.0
41085,Salteras,5604.0
15077,Santa Comba,9442.0
04049,Garrucha,10845.0
37213,Nava de Béjar,74.0
37211,Narros de Matalayegua,187.0
37134,Fresno Alhándiga,194.0
05114,Madrigal de las Altas Torres,1281.0
04094,Turrillas,256.0
20076,Villafranca de Ordizia,10815.0
34201,Vertavillo,162.0
20075,Villabona,5900.0
16124,Las Mesas,2234.0
37179,Mancera de Abajo,192.0
16071,Castillo-Albaráñez,17.0
50902,Marracos,82.0
16033,Belmonte,1751.0
16093,Garaballa,58.0
16070,Castillejo-Sierra,31.0
37124,Endrinal,201.0
44236,Tronchón,56.0
44238,Utrillas,3069.0
41089,Santiponce,8634.0
09068,Cantabrana,22.0
05074,Fontiveros,715.0
24070,Fabero,3998.0
14025,Espejo,3175.0
19298,Valdearenas,88.0
06113,Ribera del Fresno,3130.0
06126,Solana de los Barros,2522.0
18105,Iznalloz,5179.0
46040,Antella,1130.0
12064,Fuentes de Ayódar,98.0
16171,El Provencio,2327.0
12055,Chodos,107.0
16092,Gabaldón,146.0
45025,Cabañas de la Sagra,2177.0
05231,San Vicente de Arévalo,171.0
01036,Llodio,18077.0
38035,San Miguel de Abona,23960.0
06108,Puebla de Sancho Pérez,2634.0
48061,Maruri-Jatabe,1129.0
13005,Alcázar de San Juan,31914.0
41100,Villanueva de San Juan,986.0
11041,Villamartín,12184.0
16030,Bascuñana de San Pedro,23.0
16095,Graja de Campalbo,85.0
37228,Palaciosrubios,283.0
05239,Sotalbo,234.0
10180,Talayuela,7439.0
06123,San Vicente de Alcántara,5227.0
45122,Olías del Rey,9174.0
31092,Erro,812.0
44172,Oliete,351.0
18082,Galera,1139.0
18084,Gójar,6371.0
18011,Alfacar,5834.0
18014,Alhendín,10475.0
45107,Nambroca,5263.0
18076,Fonelas,965.0
18905,Las Gabias,23584.0
18078,Freila,960.0
18083,Gobernador,231.0
01041,Navaridas,192.0
01039,Moreda de Álava,218.0
18007,Albuñuelas,794.0
46201,Puebla de San Miguel,53.0
46179,Navarrés,3027.0
18074,Ferreira,297.0
18005,Albuñán,422.0
18010,Aldeire,597.0
48906,Forúa,928.0
46072,Bocairente,4130.0
46144,Jarafuel,788.0
46133,Gestalgar,587.0
19110,Escamilla,65.0
22028,Ansó,409.0
45202,Yepes,5820.0
20025,Cegama,1543.0
02021,Casas de Juan Núñez,1409.0
02016,Bienservida,548.0
48008,Arcentales,754.0
19152,Illana,938.0
37174,Macotera,1009.0
29015,Antequera,41849.0
24038,Carracedelo,3423.0
24041,Carucedo,479.0
12065,Gaibiel,200.0
12082,Nules,14315.0
03092,Muro de Alcoy,9372.0
06117,Salvatierra de los Barros,1546.0
14036,Hornachuelos,4383.0
18085,Gor,766.0
18079,Fuente Vaqueros,4743.0
06118,Sancti-Spíritus,141.0
06119,San Pedro de Mérida,859.0
06121,Santa Marta de los Barros,4201.0
06130,Tamurejo,190.0
45097,Mejorada,1387.0
12007,Alfondeguilla,881.0
46055,Beniarjó,1964.0
37127,Espeja,212.0
50252,Tauste,6838.0
44050,Calamocha,4655.0
14040,Montalbán de Córdoba,4401.0
01027,Iruraiz-Gauna,559.0
16153,El Pedernoso,1113.0
12081,Navajas,906.0
02022,Casas de Lázaro,298.0
02020,Carcelén,483.0
40001,Abades,849.0
34005,Alar del Rey,910.0
38022,Icod de los Vinos,24616.0
50118,Gallur,2642.0
44039,Bello,204.0
50101,Escatrón,1189.0
44013,Alcañiz,16505.0
01060,Yécora,278.0
01061,Zalduendo de Álava,195.0
01057,Villabuena de Álava,276.0
01018,Cigoitia,1845.0
50100,Erla,374.0
37212,Navacarros,141.0
37253,El Pino de Tormes,147.0
46062,Benigánim,5759.0
47121,Pollos,565.0
46115,Dos Aguas,340.0
18094,Güéjar Sierra,2915.0
18101,Huétor Vega,12285.0
37246,Peñaranda de Bracamonte,6162.0
05062,Collado de Contreras,147.0
22905,Lupiñén-Ortilla,359.0
03035,Benilloba,744.0
03086,Millena,265.0
03027,Beniardá,226.0
03039,Benimasot,85.0
19277,Torrecuadrada de Molina,20.0
37257,Pozos de Hinojo,48.0
37102,El Cerro,363.0
50061,Bureta,210.0
16125,Minglanilla,2388.0
31200,Oteiza,972.0
24010,La Bañeza,10195.0
05047,Candeleda,5003.0
16102,Honrubia,1529.0
02012,Balazote,2356.0
14030,Fuente Palmera,9883.0
14029,Fuente Obejuna,4309.0
39025,Los Corrales de Buelna,10958.0
19333,Zaorejas,117.0
37027,Almenara de Tormes,302.0
13028,Campo de Criptana,12868.0
04903,La Mojonera,8793.0
06048,Esparragosa de Lares,839.0
12046,Cirat,220.0
46118,Enguera,4807.0
18004,Albondón,703.0
18006,Albuñol,7388.0
30004,Albudeite,1395.0
05122,Martínez,109.0
24059,Corullón,789.0
24047,Castrocontrigo,623.0
38042,Los Silos,4773.0
41023,Cantillana,10780.0
16149,Palomera,187.0
12053,Chilches,3199.0
48901,Derio,7294.0
50204,Pedrola,3842.0
20067,Rentería,39363.0
50199,Osera de Ebro,442.0
48050,Izurza,224.0
03084,Lorcha,589.0
03022,Benasau,174.0
50086,Codos,237.0
37197,Monleón,88.0
37049,Bermellar,129.0
46003,Adzaneta de Albaida,1193.0
46035,Almusafes,9070.0
37045,La Bastida,22.0
16906,Los Valdecolmenas,69.0
44174,Orihuela del Tremedal,450.0
18096,Huélago,343.0
14032,La Granjuela,412.0
06116,Salvaleón,1645.0
19191,Monasterio,13.0
45145,Recas,5037.0
48022,Valle de Carranza,2715.0
34121,Palenzuela,212.0
40142,Navares de Ayuso,58.0
46058,Benifairó de los Valles,2359.0
12057,Eslida,815.0
37265,Rágama,196.0
18088,Guadahortuna,1829.0
35003,Antigua,14164.0
23071,Puente de Génave,2191.0
23084,Sorihuela del Guadalimar,1000.0
09460,Villasandino,179.0
16100,Los Hinojosos,702.0
03057,Confrides,293.0
09346,Santa Cruz del Valle Urbión,94.0
09316,Revilla Vallejera,112.0
09303,Rábanos,73.0
10181,Tejeda de Tiétar,761.0
19327,Yebra,489.0
28043,Colmenar de Oreja,9127.0
46027,Alfarrasí,1173.0
22064,Blecua y Torres,175.0
09292,Quintanavides,65.0
09257,Pedrosa del Páramo,88.0
44004,Aguaviva,562.0
46089,Casinos,3153.0
26007,Alcanadre,685.0
20002,Aduna,500.0
12058,Espadilla,101.0
18098,Huéscar,7241.0
02024,Casas-Ibáñez,4616.0
03048,Callosa de Ensarriá,8182.0
03134,Valle de Alcalá,159.0
02026,Cenizate,1163.0
02030,Elche de la Sierra,3603.0
37121,Encinas de Abajo,615.0
21050,Moguer,24083.0
12014,Ares del Maestre,181.0
48068,Mundaca,1816.0
18097,Huéneja,1180.0
22054,Benasque,2359.0
02029,Chinchilla de Montearagón,4614.0
14901,Fuente Carreteros,1073.0
20017,Azcoitia,11774.0
19046,Azuqueca de Henares,35924.0
14001,Adamuz,4100.0
48012,Baquio,2857.0
22050,Barbuñales,93.0
37152,Gomecello,411.0
22017,Alcolea de Cinca,1127.0
16009,Alcantud,59.0
03025,Benferri,2099.0
03109,Rafal,4849.0
37137,Fuenteliante,80.0
37157,Herguijuela de Ciudad Rodrigo,65.0
18099,Huétor Santillán,1964.0
04098,Vélez-Blanco,1928.0
37110,Cordovilla,105.0
37159,Herguijuela del Campo,60.0
22043,Baélls,89.0
31051,Beire,274.0
50045,Belchite,1495.0
10211,Villanueva de la Sierra,478.0
23040,Lahiguera,1560.0
19238,Riofrío del Llano,49.0
45146,Retamoso de la Jara,109.0
23095,Villacarrillo,10342.0
18093,Gualchos,5284.0
18906,Los Guájares,1081.0
37190,Mieza,170.0
02027,Corral-Rubio,303.0
02028,Cotillas,123.0
02014,El Ballestero,411.0
18095,Güevéjar,2723.0
09298,Quintanilla San García,66.0
09387,Torregalindo,130.0
03069,Finestrat,9919.0
22131,Jasa,90.0
22045,Baldellou,81.0
10025,Barrado,383.0
03038,Benimarfull,465.0
16031,Beamud,45.0
31259,Yanci,578.0
42188,Trévago,47.0
10049,Casar de Cáceres,4511.0
03129,Tibi,1757.0
31249,Valtierra,2505.0
31073,Ciordia,359.0
47144,San Martín de Valvení,78.0
37298,Santibáñez de la Sierra,142.0
19322,Villaseca de Henares,22.0
02058,Paterna del Madera,328.0
23094,Vilches,4191.0
16055,Carboneras de Guadazaón,797.0
16082,Enguídanos,274.0
03112,Relleu,1375.0
09329,Salas de Bureba,129.0
37372,Villaverde de Guareña,128.0
46053,Benegida,659.0
37062,Cabezabellosa de la Calzada,73.0
37112,Cristóbal,158.0
37224,La Orbada,177.0
37051,Berrocal de Salvatierra,74.0
49109,Manganeses de la Polvorosa,637.0
31116,Genevilla,69.0
09132,Fresno de Río Tirón,156.0
37268,La Rinconada de la Sierra,97.0
37114,Chagarcía Medianero,68.0
09310,Reinoso,21.0
03104,Petrel,34022.0
46217,Rotglá y Corbera,1171.0
31041,Ayegui,2589.0
37158,Herguijuela de la Sierra,222.0
37035,Armenteros,156.0
28038,Cercedilla,7772.0
28044,Colmenarejo,9640.0
12096,Rosell,910.0
23901,Cárcheles,1291.0
16043,Campillos-Paravientos,112.0
07049,San Juan,2336.0
12037,Castell de Cabres,21.0
03053,Castalla,11908.0
12045,Cinctorres,433.0
29023,Benahavís,9472.0
29024,Benalauría,460.0
03020,Balones,132.0
03019,Aspe,22397.0
16060,Casas de Benítez,872.0
03016,Almudaina,128.0
09266,Pineda de la Sierra,92.0
09259,Pedrosa de Río Urbel,262.0
28037,Cenicientos,2152.0
06074,Llerena,5642.0
18103,Ítrabo,1022.0
37358,Villar de Gallimazo,192.0
11005,Algodonales,5425.0
46014,Albuixech,4482.0
46025,Alfara del Patriarca,3740.0
23077,Santiago de Calatrava,660.0
23074,Rus,3386.0
31227,Tafalla,10854.0
13082,Tomelloso,37060.0
09162,Hontoria de la Cantera,172.0
09166,Las Hormazas,93.0
49041,Castrogonzalo,432.0
49151,El Perdigón,673.0
30007,Alguazas,10431.0
31113,Garde,132.0
34080,Guardo,5502.0
16046,Cañada del Hoyo,221.0
28090,Moralzarzal,14772.0
28075,Loeches,9261.0
03042,Benitachell,4911.0
14053,Posadas,7273.0
29028,Benaoján,1427.0
29029,Benarrabá,457.0
12132,Villanueva de Alcolea,584.0
12044,Cervera del Maestre,617.0
28172,Villalbilla,18687.0
10024,Baños de Montemayor,738.0
37122,Encinas de Arriba,223.0
37160,Hinojosa de Duero,562.0
28046,Collado Mediano,7722.0
28133,San Martín de Valdeiglesias,9324.0
23035,Fuerte del Rey,1348.0
18111,Jun,4103.0
46094,Catarroja,30604.0
46106,Chelva,1863.0
09297,Las Quintanillas,386.0
09128,Frandovínez,95.0
49030,Bustillo del Oro,75.0
49158,El Piñero,210.0
50175,Morata de Jalón,1100.0
12120,Torre Endoménech,177.0
12133,Villanueva de Viver,94.0
47158,La Seca,1015.0
34079,Grijota,2839.0
14054,Pozoblanco,16931.0
28116,Pozuelo del Rey,1302.0
28173,Villamanrique de Tajo,859.0
28083,Meco,15922.0
49058,El Cubo de Tierra del Vino,294.0
16050,Cañaveras,230.0
10007,Albalá,647.0
49160,Pobladura de Valderaduey,34.0
10016,Aldehuela del Jerte,348.0
28053,Daganzo de Arriba,10764.0
28051,Chapinería,2705.0
24139,Sahagún,2380.0
09464,Villatuelda,41.0
05265,Vita,81.0
03068,Famorca,44.0
49116,Melgar de Tera,331.0
49156,Pinilla de Toro,186.0
28050,Cubas de la Sagra,7238.0
28040,Ciempozuelos,26350.0
10099,Holguera,588.0
49127,Morales del Vino,3040.0
03105,Pinoso,8523.0
19095,Condemios de Abajo,14.0
49270,Villavendimio,150.0
49135,Muelas del Pan,592.0
46015,Alcácer,10772.0
46009,Albalat dels Sorells,4368.0
50037,Atea,142.0
42015,Alentisque,23.0
28016,El Atazar,110.0
28091,Morata de Tajuña,8397.0
37107,Ciudad Rodrigo,11750.0
31905,Beriáin,4195.0
19326,Yebes,5637.0
13086,Valdemanco del Esteras,157.0
37221,Navasfrías,365.0
49053,Coreses,1054.0
49200,Santa Cristina de la Polvorosa,1034.0
10088,Guijo de Coria,180.0
28154,Torres de la Alameda,7824.0
28177,Villanueva del Pardillo,18466.0
49210,Sanzoles,454.0
49103,Madridanos,461.0
10040,Calzadilla,450.0
49250,Villalpando,1433.0
46048,Bellreguart,5032.0
34031,Belmonte de Campos,28.0
49261,Villaralbo,1782.0
10098,Hinojal,391.0
49249,Villalonso,80.0
49125,Moraleja del Vino,1796.0
46091,Castellonet,159.0
34056,Cervera de Pisuerga,2272.0
46083,Carcagente,21934.0
50095,Ejea de los Caballeros,17129.0
12027,Benicarló,30296.0
11039,Vejer de la Frontera,13131.0
14050,Pedro Abad,2794.0
16189,Salvacañete,300.0
13060,Navas de Estena,269.0
49258,Villanueva de Campeán,115.0
49028,Brime de Urz,96.0
28057,Fresno de Torote,2561.0
28126,Robregordo,79.0
49100,Lubián,296.0
10053,Casas de Don Gómez,342.0
49228,Valdefinjas,60.0
42003,Adradas,65.0
49082,Fuentes de Ropel,369.0
49237,Videmala,131.0
49235,Vezdemarbán,423.0
49031,Cabañas de Sayago,143.0
49163,Pozoantiguo,188.0
49076,Fresno de la Ribera,326.0
42009,Aldealafuente,85.0
49166,Puebla de Sanabria,1378.0
10048,Carrascalejo,223.0
28110,Perales de Tajuña,3260.0
28036,Casarrubuelos,4323.0
49105,Maire de Castroponce,138.0
49047,Cerecinos del Carrizal,111.0
49075,Fresno de la Polvorosa,117.0
49061,Entrala,133.0
44086,Cretas,559.0
44064,Cascante del Río,73.0
44038,Belmonte de San José,114.0
42006,Alconaba,198.0
16131,Monteagudo de las Salinas,126.0
03114,La Romana,2729.0
49122,Monfarracinos,998.0
13048,Hinojosas de Calatrava,506.0
50119,Gelsa,996.0
10062,Cedillo,453.0
49094,Hermisende,207.0
42026,Arenillas,29.0
03061,Daya Nueva,1885.0
03081,Jalón,3104.0
23091,Torres de Albanchez,735.0
23034,Fuensanta de Martos,3030.0
03138,Vergel,5508.0
19288,Tortuero,19.0
49085,Galende,1019.0
10092,Herguijuela,264.0
36055,Tuy,17468.0
28106,Parla,137471.0
49079,Fuente Encalada,92.0
49222,Torres del Carrizal,413.0
49267,Villardondiego,110.0
31250,Vera de Bidasoa,3779.0
05058,Cepeda la Mora,63.0
11003,Algar,1452.0
49092,Granucillo,105.0
10100,Hoyos,848.0
49032,Calzadilla de Tera,278.0
49057,Cubo de Benavente,115.0
28095,Navalagamella,3169.0
28042,Colmenar del Arroyo,2044.0
22052,Belver de Cinca,1298.0
22053,Benabarre,1142.0
42019,Almarza,601.0
21053,Niebla,4268.0
42010,Aldealices,22.0
42011,Aldealpozo,18.0
34022,Baltanás,1226.0
31093,Ezcároz,298.0
49025,Bretó,163.0
49197,Santa Clara de Avedillo,153.0
42001,Abejar,287.0
16004,Albaladejo del Cuende,196.0
03036,Benillup,110.0
28025,Brea de Tajo,577.0
49178,Roales del Pan,1019.0
49115,Mayalde,140.0
37269,Robleda,453.0
49096,Jambrina,149.0
49169,Quintanilla del Olmo,38.0
49224,Trefacio,163.0
28039,Cervera de Buitrago,165.0
28066,Griñón,10799.0
37234,El Payo,302.0
49114,Matilla la Seca,33.0
49187,San Cristóbal de Entreviñas,1328.0
49263,Villar de Fallaves,50.0
42007,Alcubilla de Avellaneda,111.0
42008,Alcubilla de las Peñas,61.0
28069,La Hiruela,88.0
37161,Horcajo de Montemayor,107.0
16042,Campillo de Altobuey,1312.0
49142,Palacios del Pan,249.0
49234,Venialbo,439.0
49120,Molezuelas de la Carballeda,47.0
49206,Santibáñez de Vidriales,846.0
49071,Fonfría,794.0
49147,Peleagonzalo,286.0
49154,Pías,91.0
49214,Tábara,743.0
28901,Lozoyuela-Navas-Sieteiglesias,1468.0
28111,Pezuela de las Torres,1008.0
28029,Cabanillas de la Sierra,961.0
28109,Pelayos de la Presa,3195.0
28064,Gascones,252.0
28088,Montejo de la Sierra,404.0
28023,El Boalo,8770.0
28140,Serranillos del Valle,4670.0
49139,Otero de Bodas,164.0
49067,Ferreras de Arriba,350.0
50222,Quinto,1882.0
45109,Navahermosa,3587.0
10106,Jarilla,127.0
42017,Almajano,179.0
12124,Vall d'Alba,3218.0
12033,Cabanes,3475.0
42013,Aldehuela de Periáñez,27.0
42034,Beratón,38.0
49181,Rosinos de la Requejada,292.0
49247,Villalcampo,380.0
12050,Cuevas de Vinromá,1888.0
12901,Alquerías del Niño Perdido,4605.0
12116,Torralba del Pinar,57.0
49179,Robleda-Cervantes,375.0
49227,Valcabado,414.0
28099,Navas del Rey,3420.0
12006,Alcudia de Veo,200.0
22037,Arguis,167.0
42060,Cerbón,27.0
49084,Fuentespreadas,267.0
49260,Villanueva del Campo,736.0
12036,Canet lo Roig,715.0
12048,Cortes de Arenoso,308.0
44007,Alba,186.0
42012,Aldealseñor,29.0
49269,Villaseco del Pan,201.0
49042,Castronuevo,216.0
16006,Albendea,132.0
46067,Benisanó,2449.0
42046,Calatañazor,43.0
44056,Caminreal,606.0
44074,Cedrillas,652.0
42021,Almazul,61.0
06110,Reina,144.0
12060,Figueroles,525.0
26082,Laguna de Cameros,109.0
49078,Friera de Valverde,121.0
49138,Olmillos de Castro,182.0
28062,Garganta de los Montes,441.0
22069,Broto,615.0
05247,La Torre,209.0
42069,Covaleda,1560.0
42055,Casarejos,145.0
28147,Titulcia,1389.0
28156,Valdeavero,1896.0
44035,Barrachina,113.0
44016,Alfambra,485.0
44082,Corbalán,117.0
44022,Alloza,556.0
44011,Alcaine,38.0
46211,Real de Gandía,2722.0
40089,Fuentesaúco de Fuentidueña,216.0
42022,Almenar de Soria,233.0
42061,Cidones,313.0
28020,Berzosa del Lozoya,242.0
40079,Fresno de Cantespino,290.0
31221,Santesteban,1854.0
31239,Urdax,354.0
49204,Santa María de Valverde,50.0
49176,Riofrío de Aliste,589.0
44010,Albentosa,290.0
44097,Escorihuela,130.0
16224,Valdemeca,83.0
16148,Palomares del Campo,556.0
30019,Cieza,35577.0
34230,Villarmentero de Campos,26.0
03055,Catral,9600.0
28019,Belmonte de Tajo,1955.0
44066,Castel de Cabra,79.0
44021,Allepuz,123.0
37309,La Sierpe,41.0
22229,Tolva,130.0
34020,Ayuela,48.0
28026,Brunete,11287.0
44075,Celadas,331.0
44071,Castellote,665.0
16142,Olmedilla de Alarcón,128.0
16140,Olmeda de la Cuesta,16.0
28012,Anchuelo,1414.0
28169,Venturada,2622.0
16132,Mota de Altarejos,25.0
19200,El Olivar,68.0
19175,Mazarete,25.0
40903,Marazoleja,98.0
40121,Martín Muñoz de las Posadas,251.0
40132,Moral de Hornuez,38.0
42031,Barcones,25.0
28017,Batres,1976.0
29043,Colmenar,3626.0
28143,Somosierra,93.0
40120,Martín Muñoz de la Dehesa,309.0
40110,Lastras de Cuéllar,295.0
40131,Monterrubio,51.0
40075,Escobar de Polendos,172.0
44040,Berge,218.0
44012,Alcalá de la Selva,382.0
44006,Alacón,204.0
19136,Hijes,24.0
19111,Escariche,186.0
19099,Corduente,297.0
28155,Valdaracete,658.0
28122,Ribatejada,905.0
34159,San Cebrián de Campos,400.0
34109,Moratinos,55.0
42056,Castilfrío de la Sierra,35.0
42057,Castilruiz,170.0
40100,Hontalbilla,277.0
40059,Collado Hermoso,116.0
31234,Úcar,194.0
31194,Valle de Ollo,453.0
34176,Sotobañado y Priorato,154.0
34051,Castrillo de Onielo,91.0
31160,Luquin,135.0
31148,Legaria,111.0
31247,Uztárroz,136.0
19213,El Pedregal,60.0
19332,La Yunta,86.0
19185,La Miñosa,31.0
19127,Galve de Sorbe,97.0
19202,La Olmeda de Jadraque,18.0
37080,Cantagallo,281.0
46088,Casas Bajas,158.0
12109,Tales,827.0
42115,Miño de Medinaceli,73.0
44009,Albarracín,998.0
42023,Alpanseque,52.0
19135,Hiendelaencina,107.0
19156,Jadraque,1522.0
03024,Benejúzar,5811.0
03037,Benimantell,548.0
40083,Fuente el Olmo de Fuentidueña,396.0
40122,Marugán,775.0
40119,Martín Miguel,276.0
42215,Vinuesa,826.0
42108,Maján,10.0
37365,Villarmayor,139.0
40108,Laguna de Contreras,111.0
44114,Fuentespalda,305.0
44032,Bádenas,28.0
47085,Medina del Campo,20215.0
42025,Arcos de Jalón,1531.0
16003,Alarcón,173.0
22217,Sena,490.0
42062,Cigudosa,14.0
42051,Carabantes,21.0
16166,Pozoamargo,255.0
16066,Casasimarro,3177.0
31146,Leache,38.0
31238,Unzué,164.0
42068,Coscurita,69.0
06025,Calamonte,6104.0
46227,Señera,1114.0
22080,Capella,361.0
22246,Beranuy,68.0
31184,Oco,65.0
31153,Lesaca,2721.0
40095,Gomezserracín,614.0
40115,Maderuelo,100.0
31244,Urroz de Santesteban,175.0
31196,Orbara,28.0
31225,Sorlada,39.0
19116,Estriégana,13.0
19097,Congostrina,18.0
40107,Labajos,105.0
40109,Languilla,79.0
40135,Muñopedro,298.0
40124,Mata de Cuéllar,261.0
40087,Fuentepiñel,63.0
35019,San Bartolomé de Tirajana,54291.0
12056,Chóvar,316.0
48017,Bermeo,17038.0
23010,Bailén,17119.0
40160,Pinarnegrillo,98.0
40146,Navas de San Antonio,368.0
40151,Ortigosa de Pestaño,51.0
28112,Pinilla del Valle,200.0
28902,Puentes Viejas,759.0
31222,Sarriés,57.0
30042,Villanueva del Río Segura,4111.0
40901,Ortigosa del Monte,608.0
40103,Los Huertos,173.0
40159,Pinarejos,205.0
42130,Nepas,49.0
42182,Taroda,45.0
35007,Betancuria,801.0
34104,Melgar de Yuso,269.0
31197,Orísoain,72.0
31188,Oláibar,399.0
42079,Escobosa de Almazán,19.0
42142,Pozalmuro,49.0
19173,Matarrubia,99.0
19155,Irueste,93.0
42172,Soliedra,37.0
42070,Cubilla,22.0
42058,Castillejo de Robledo,100.0
42049,Candilichera,99.0
42028,Ausejo de la Sierra,113.0
31199,Oroz-Betelu,143.0
31240,Urdiáin,647.0
34167,Santa Cecilia del Alcor,91.0
40136,Muñoveros,138.0
46231,Simat de Valldigna,3311.0
31193,Cendea de Olza,1874.0
30020,Fortuna,11437.0
28182,Villavieja del Lozoya,332.0
28118,Puebla de la Sierra,98.0
19098,Copernal,44.0
19154,Las Inviernas,60.0
19178,Megina,25.0
31229,Tirapu,49.0
31207,Pueyo,384.0
28124,Robledillo de la Jara,118.0
28163,Valdepiélagos,612.0
46135,Godella,13533.0
19123,Fuentelviejo,61.0
19114,Esplegares,30.0
19193,Montarrón,31.0
19112,Escopete,80.0
24030,Cacabelos,4734.0
37046,Béjar,11993.0
30902,Los Alcázares,20408.0
46202,Puebla de Vallbona,27471.0
47209,Villalán de Campos,36.0
35006,Arucas,39232.0
22035,Arén,309.0
42198,Valtajeros,16.0
42027,Arévalo de la Sierra,71.0
42082,Estepa de San Juan,13.0
42039,Borobia,218.0
04051,Huécija,526.0
38006,Arona,87793.0
31063,Cabredo,73.0
31078,Cortes,3165.0
16147,Pajaroncillo,59.0
16901,Campos del Paraíso,646.0
03125,Senija,698.0
47038,Castrillo de Duero,108.0
12111,Tírig,417.0
46193,Picaña,11901.0
46207,Rafelbuñol,9974.0
06153,Villanueva de la Serena,25773.0
23060,Martos,24462.0
31059,Burgui,187.0
09184,Jaramillo Quemado,12.0
06021,Bodonal de la Sierra,982.0
06007,Alconchel,1592.0
42153,Rello,21.0
04035,Cuevas del Almanzora,15526.0
12076,Matet,94.0
03106,Planes,697.0
13040,Fernán Caballero,965.0
03110,Ráfol de Almunia,734.0
37242,Pelayos,72.0
37241,Pelarrodríguez,161.0
42125,Muriel Viejo,73.0
19269,La Toba,70.0
19107,Driebes,331.0
19188,Mochales,36.0
09094,Cebrecos,60.0
03040,Benimeli,474.0
09065,Campillo de Aranda,175.0
09183,Jaramillo de la Fuente,45.0
10087,Guadalupe,1722.0
04057,Laujar de Andarax,1674.0
42054,Carrascosa de la Sierra,19.0
42014,Las Aldehuelas,58.0
10035,Cabezuela del Valle,2049.0
48075,Orozco,2666.0
12114,Torás,271.0
03903,Los Montesinos,5786.0
37339,Valero,269.0
42212,Villasayas,59.0
12051,Culla,503.0
03117,Sanet y Negrals,712.0
05067,Chamartín,61.0
11038,Ubrique,16615.0
04037,Chirivel,1619.0
42151,Rebollar,36.0
16024,Arguisuelas,127.0
45022,Buenaventura,386.0
06026,Calera de León,912.0
09180,Iglesias,136.0
19113,Espinosa de Henares,715.0
45126,Otero,436.0
50035,Artieda,90.0
07006,Artá,8629.0
42135,Oncala,61.0
42045,Cabrejas del Pinar,288.0
42037,Bliecos,25.0
42041,Buberos,27.0
10058,Casatejada,1393.0
10108,Ladrillar,177.0
03137,Vall de Laguart,905.0
